PWM値	ロリコン値	ロリコン速度	ロリコン速度(30区間平均)	ロリコン速度(50区間平均)
25900	1418	3	2.677419355	2.612244898
25920	1421	3	2.677419355	2.571428571
25940	1424	1	2.709677419	2.591836735
25960	1425	1	2.806451613	2.632653061
25980	1426	4	2.870967742	2.632653061
26000	1430	3	2.774193548	2.591836735
26020	1433	3	2.709677419	2.612244898
26040	1436	2	2.677419355	2.612244898
26060	1438	4	2.64516129	2.612244898
26080	1442	4	2.548387097	2.612244898
26100	1446	3	2.483870968	2.551020408
26120	1449	2	2.516129032	2.571428571
26140	1451	4	2.548387097	2.530612245
26160	1455	3	2.516129032	2.469387755
26180	1458	3	2.451612903	2.489795918
26200	1461	1	2.387096774	2.489795918
26220	1462	1	2.483870968	2.489795918
26240	1463	4	2.580645161	2.489795918
26260	1467	4	2.548387097	2.489795918
26280	1471	3	2.451612903	2.469387755
26300	1474	3	2.483870968	2.469387755
26320	1477	1	2.483870968	2.448979592
26340	1478	1	2.483870968	2.510204082
26360	1479	1	2.516129032	2.571428571
26380	1480	4	2.612903226	2.612244898
26400	1484	4	2.580645161	2.551020408
26420	1488	4	2.516129032	2.489795918
26440	1492	4	2.516129032	2.428571429
26460	1496	3	2.419354839	2.367346939
26480	1499	1	2.451612903	2.326530612
26500	1500	1	2.419354839	2.326530612
26520	1501	3	2.419354839	2.326530612
26540	1504	4	2.451612903	2.285714286
26560	1508	4	2.419354839	2.265306122
26580	1512	3	2.322580645	2.244897959
26600	1515	1	2.258064516	2.244897959
26620	1516	1	2.35483871	2.285714286
26640	1517	2	2.419354839	2.285714286
26660	1519	1	2.451612903	2.326530612
26680	1520	1	2.483870968	2.387755102
26700	1521	2	2.580645161	2.448979592
26720	1523	4	2.64516129	2.469387755
26740	1527	3	2.612903226	2.408163265
26760	1530	3	2.548387097	2.367346939
26780	1533	1	2.483870968	2.387755102
26800	1534	1	2.483870968	2.428571429
26820	1535	4	2.483870968	2.428571429
26840	1539	4	2.387096774	2.367346939
26860	1543	3	2.290322581	2.367346939
26880	1546	1	2.225806452	2.367346939
26900	1547	4	2.225806452	2.387755102
26920	1551	3	2.193548387	2.387755102
26940	1554	1	2.193548387	2.367346939
26960	1555	2	2.258064516	2.428571429
26980	1557	4	2.290322581	2.408163265
27000	1561	3	2.193548387	2.408163265
27020	1564	2	2.225806452	2.408163265
27040	1566	4	2.290322581	2.387755102
27060	1570	1	2.290322581	2.367346939
27080	1571	4	2.35483871	2.408163265
27100	1575	0	2.258064516	2.346938776
27120	1575	1	2.290322581	2.428571429
27140	1576	4	2.387096774	2.469387755
27160	1580	3	2.35483871	2.428571429
27180	1583	1	2.290322581	2.448979592
27200	1584	1	2.290322581	2.489795918
27220	1585	4	2.387096774	2.510204082
27240	1589	3	2.35483871	2.510204082
27260	1592	3	2.322580645	2.469387755
27280	1595	2	2.35483871	2.489795918
27300	1597	4	2.35483871	2.530612245
27320	1601	4	2.35483871	2.510204082
27340	1605	3	2.258064516	2.448979592
27360	1608	1	2.290322581	2.408163265
27380	1609	1	2.35483871	2.408163265
27400	1610	1	2.35483871	2.408163265
27420	1611	1	2.419354839	2.408163265
27440	1612	1	2.483870968	2.428571429
27460	1613	1	2.483870968	2.469387755
27480	1614	1	2.580645161	2.489795918
27500	1615	1	2.64516129	2.510204082
27520	1616	3	2.677419355	2.510204082
27540	1619	3	2.709677419	2.469387755
27560	1622	3	2.709677419	2.448979592
27580	1625	3	2.677419355	2.469387755
27600	1628	1	2.709677419	2.510204082
27620	1629	4	2.709677419	2.571428571
27640	1633	4	2.709677419	2.571428571
27660	1637	4	2.709677419	2.551020408
27680	1641	3	2.677419355	2.489795918
27700	1644	1	2.612903226	2.469387755
27720	1645	1	2.612903226	2.530612245
27740	1646	4	2.612903226	2.591836735
27760	1650	3	2.516129032	2.591836735
27780	1653	1	2.451612903	2.551020408
27800	1654	1	2.483870968	2.612244898
27820	1655	4	2.548387097	2.653061224
27840	1659	3	2.483870968	2.612244898
27860	1662	2	2.451612903	2.632653061
27880	1664	4	2.419354839	2.653061224
27900	1668	2	2.322580645	2.653061224
27920	1670	4	2.322580645	2.673469388
27940	1674	1	2.322580645	2.673469388
27960	1675	4	2.451612903	2.673469388
27980	1679	3	2.451612903	2.673469388
28000	1682	1	2.483870968	2.632653061
28020	1683	3	2.548387097	2.693877551
28040	1686	3	2.483870968	2.653061224
28060	1689	1	2.451612903	2.673469388
28080	1690	4	2.548387097	2.714285714
28100	1694	3	2.548387097	2.673469388
28120	1697	2	2.580645161	2.693877551
28140	1699	4	2.548387097	2.693877551
28160	1703	3	2.548387097	2.693877551
28180	1706	2	2.548387097	2.653061224
28200	1708	4	2.548387097	2.693877551
28220	1712	1	2.548387097	2.673469388
28240	1713	4	2.612903226	2.693877551
28260	1717	4	2.612903226	2.693877551
28280	1721	3	2.580645161	2.632653061
28300	1724	1	2.612903226	2.612244898
28320	1725	1	2.612903226	2.653061224
28340	1726	1	2.709677419	2.693877551
28360	1727	1	2.709677419	2.693877551
28380	1728	1	2.806451613	2.693877551
28400	1729	2	2.806451613	2.714285714
28420	1731	3	2.870967742	2.755102041
28440	1734	2	2.870967742	2.755102041
28460	1736	2	2.870967742	2.795918367
28480	1738	1	2.935483871	2.836734694
28500	1739	1	2.967741935	2.897959184
28520	1740	2	3.064516129	2.918367347
28540	1742	4	3.032258065	2.93877551
28560	1746	5	3.032258065	2.897959184
28580	1751	4	2.967741935	2.87755102
28600	1755	4	2.903225806	2.836734694
28620	1759	3	2.903225806	2.836734694
28640	1762	1	2.838709677	2.795918367
28660	1763	2	2.870967742	2.857142857
28680	1765	4	2.903225806	2.87755102
28700	1769	4	2.870967742	2.87755102
28720	1773	4	2.774193548	2.816326531
28740	1777	1	2.677419355	2.816326531
28760	1778	4	2.709677419	2.816326531
28780	1782	3	2.709677419	2.816326531
28800	1785	2	2.709677419	2.775510204
28820	1787	4	2.774193548	2.816326531
28840	1791	3	2.774193548	2.795918367
28860	1794	4	2.806451613	2.816326531
28880	1798	3	2.741935484	2.775510204
28900	1801	4	2.741935484	2.775510204
28920	1805	1	2.677419355	2.795918367
28940	1806	4	2.774193548	2.857142857
28960	1810	1	2.709677419	2.816326531
28980	1811	4	2.806451613	2.87755102
29000	1815	1	2.709677419	2.857142857
29020	1816	4	2.806451613	2.87755102
29040	1820	3	2.774193548	2.857142857
29060	1823	2	2.806451613	2.836734694
29080	1825	4	2.774193548	2.87755102
29100	1829	2	2.774193548	2.816326531
29120	1831	4	2.741935484	2.857142857
29140	1835	1	2.741935484	2.836734694
29160	1836	4	2.741935484	2.836734694
29180	1840	3	2.741935484	2.795918367
29200	1843	2	2.741935484	2.816326531
29220	1845	4	2.806451613	2.836734694
29240	1849	1	2.741935484	2.816326531
29260	1850	2	2.806451613	2.816326531
29280	1852	3	2.903225806	2.795918367
29300	1855	3	2.935483871	2.755102041
29320	1858	1	2.903225806	2.734693878
29340	1859	1	3	2.795918367
29360	1860	2	3.064516129	2.857142857
29380	1862	4	3.064516129	2.897959184
29400	1866	3	3.032258065	2.836734694
29420	1869	4	3	2.857142857
29440	1873	4	3	2.836734694
29460	1877	4	2.903225806	2.775510204
29480	1881	2	2.903225806	2.775510204
29500	1883	3	2.935483871	2.795918367
29520	1886	2	2.870967742	2.775510204
29540	1888	4	2.870967742	2.816326531
29560	1892	2	2.870967742	2.795918367
29580	1894	4	2.903225806	2.836734694
29600	1898	1	2.870967742	2.795918367
29620	1899	4	2.870967742	2.857142857
29640	1903	3	2.774193548	2.836734694
29660	1906	4	2.709677419	2.795918367
29680	1910	1	2.64516129	2.795918367
29700	1911	4	2.741935484	2.816326531
29720	1915	1	2.741935484	2.816326531
29740	1916	4	2.838709677	2.836734694
29760	1920	1	2.741935484	2.836734694
29780	1921	4	2.838709677	2.857142857
29800	1925	3	2.806451613	2.857142857
29820	1928	4	2.741935484	2.795918367
29840	1932	2	2.741935484	2.775510204
29860	1934	3	2.774193548	2.775510204
29880	1937	5	2.741935484	2.795918367
29900	1942	4	2.709677419	2.755102041
29920	1946	2	2.677419355	2.714285714
29940	1948	4	2.741935484	2.755102041
29960	1952	3	2.677419355	2.714285714
29980	1955	2	2.709677419	2.734693878
30000	1957	3	2.741935484	2.714285714
30020	1960	2	2.677419355	2.734693878
30040	1962	4	2.741935484	2.755102041
30060	1966	1	2.677419355	2.714285714
30080	1967	4	2.774193548	2.775510204
30100	1971	3	2.709677419	2.714285714
30120	1974	1	2.741935484	2.734693878
30140	1975	2	2.774193548	2.775510204
30160	1977	4	2.838709677	2.795918367
30180	1981	3	2.709677419	2.734693878
30200	1984	3	2.709677419	2.693877551
30220	1987	1	2.677419355	2.653061224
30240	1988	1	2.774193548	2.714285714
30260	1989	1	2.838709677	2.775510204
30280	1990	2	2.870967742	2.836734694
30300	1992	4	2.935483871	2.857142857
30320	1996	4	2.870967742	2.816326531
30340	2000	4	2.870967742	2.795918367
30360	2004	1	2.774193548	2.775510204
30380	2005	4	2.870967742	2.857142857
30400	2009	3	2.838709677	2.857142857
30420	2012	1	2.806451613	2.816326531
30440	2013	4	2.903225806	2.836734694
30460	2017	3	2.806451613	2.836734694
30480	2020	2	2.838709677	2.816326531
30500	2022	4	2.870967742	2.857142857
30520	2026	3	2.838709677	2.816326531
30540	2029	4	2.774193548	2.816326531
30560	2033	2	2.677419355	2.816326531
30580	2035	4	2.64516129	2.795918367
30600	2039	3	2.64516129	2.795918367
30620	2042	1	2.677419355	2.755102041
30640	2043	4	2.774193548	2.816326531
30660	2047	2	2.741935484	2.775510204
30680	2049	4	2.741935484	2.816326531
30700	2053	2	2.709677419	2.775510204
30720	2055	4	2.741935484	2.795918367
30740	2059	2	2.774193548	2.755102041
30760	2061	4	2.838709677	2.755102041
30780	2065	0	2.741935484	2.714285714
30800	2065	3	2.806451613	2.775510204
30820	2068	2	2.838709677	2.755102041
30840	2070	4	2.838709677	2.775510204
30860	2074	3	2.838709677	2.775510204
30880	2077	2	2.806451613	2.734693878
30900	2079	4	2.838709677	2.775510204
30920	2083	2	2.838709677	2.755102041
30940	2085	4	2.806451613	2.755102041
30960	2089	1	2.806451613	2.734693878
30980	2090	4	2.806451613	2.734693878
31000	2094	3	2.806451613	2.734693878
31020	2097	2	2.774193548	2.734693878
31040	2099	4	2.838709677	2.734693878
31060	2103	1	2.774193548	2.734693878
31080	2104	4	2.838709677	2.775510204
31100	2108	3	2.774193548	2.755102041
31120	2111	3	2.741935484	2.714285714
31140	2114	1	2.709677419	2.673469388
31160	2115	1	2.774193548	2.734693878
31180	2116	1	2.806451613	2.775510204
31200	2117	4	2.870967742	2.795918367
31220	2121	4	2.870967742	2.795918367
31240	2125	4	2.774193548	2.734693878
31260	2129	3	2.774193548	2.673469388
31280	2132	2	2.774193548	2.653061224
31300	2134	3	2.774193548	2.673469388
31320	2137	3	2.774193548	2.693877551
31340	2140	5	2.709677419	2.653061224
31360	2145	4	2.677419355	2.632653061
31380	2149	1	2.64516129	2.591836735
31400	2150	2	2.677419355	2.653061224
31420	2152	4	2.741935484	2.632653061
31440	2156	2	2.709677419	2.632653061
31460	2158	4	2.741935484	2.632653061
31480	2162	2	2.64516129	2.632653061
31500	2164	3	2.612903226	2.632653061
31520	2167	4	2.64516129	2.632653061
31540	2171	1	2.612903226	2.632653061
31560	2172	4	2.64516129	2.632653061
31580	2176	1	2.64516129	2.632653061
31600	2177	4	2.64516129	2.653061224
31620	2181	2	2.548387097	2.632653061
31640	2183	4	2.548387097	2.653061224
31660	2187	2	2.516129032	2.591836735
31680	2189	3	2.580645161	2.632653061
31700	2192	2	2.516129032	2.591836735
31720	2194	2	2.580645161	2.632653061
31740	2196	2	2.580645161	2.632653061
31760	2198	3	2.64516129	2.673469388
31780	2201	2	2.580645161	2.653061224
31800	2203	3	2.64516129	2.673469388
31820	2206	4	2.612903226	2.653061224
31840	2210	1	2.612903226	2.632653061
31860	2211	4	2.64516129	2.653061224
31880	2215	3	2.612903226	2.632653061
31900	2218	2	2.64516129	2.653061224
31920	2220	3	2.612903226	2.673469388
31940	2223	1	2.64516129	2.653061224
31960	2224	4	2.677419355	2.714285714
31980	2228	3	2.64516129	2.693877551
32000	2231	2	2.64516129	2.673469388
32020	2233	4	2.612903226	2.714285714
32040	2237	3	2.612903226	2.693877551
32060	2240	3	2.548387097	2.673469388
32080	2243	1	2.580645161	2.693877551
32100	2244	1	2.612903226	2.693877551
32120	2245	4	2.709677419	2.795918367
32140	2249	3	2.64516129	2.755102041
32160	2252	2	2.64516129	2.755102041
32180	2254	4	2.64516129	2.755102041
32200	2258	1	2.612903226	2.714285714
32220	2259	1	2.64516129	2.775510204
32240	2260	2	2.709677419	2.795918367
32260	2262	3	2.774193548	2.775510204
32280	2265	4	2.774193548	2.775510204
32300	2269	1	2.709677419	2.734693878
32320	2270	4	2.806451613	2.755102041
32340	2274	2	2.774193548	2.734693878
32360	2276	4	2.774193548	2.775510204
32380	2280	1	2.774193548	2.714285714
32400	2281	4	2.838709677	2.775510204
32420	2285	2	2.774193548	2.775510204
32440	2287	4	2.838709677	2.775510204
32460	2291	2	2.741935484	2.775510204
32480	2293	3	2.870967742	2.816326531
32500	2296	4	2.838709677	2.775510204
32520	2300	1	2.806451613	2.734693878
32540	2301	4	2.838709677	2.775510204
32560	2305	2	2.774193548	2.775510204
32580	2307	3	2.838709677	2.775510204
32600	2310	3	2.806451613	2.775510204
32620	2313	1	2.741935484	2.755102041
32640	2314	4	2.806451613	2.795918367
32660	2318	1	2.741935484	2.795918367
32680	2319	4	2.774193548	2.816326531
32700	2323	2	2.741935484	2.795918367
32720	2325	4	2.806451613	2.836734694
32740	2329	2	2.709677419	2.795918367
32760	2331	3	2.774193548	2.836734694
32780	2334	2	2.806451613	2.816326531
32800	2336	3	2.806451613	2.836734694
32820	2339	2	2.838709677	2.857142857
32840	2341	3	2.903225806	2.897959184
32860	2344	4	2.838709677	2.857142857
32880	2348	3	2.774193548	2.857142857
32900	2351	2	2.774193548	2.857142857
32920	2353	4	2.838709677	2.897959184
32940	2357	3	2.774193548	2.87755102
32960	2360	2	2.774193548	2.857142857
32980	2362	4	2.774193548	2.897959184
33000	2366	3	2.741935484	2.897959184
33020	2369	2	2.774193548	2.87755102
33040	2371	4	2.774193548	2.87755102
33060	2375	1	2.741935484	2.918367347
33080	2376	6	2.838709677	2.959183673
33100	2382	2	2.709677419	2.87755102
33120	2384	3	2.774193548	2.857142857
33140	2387	2	2.741935484	2.87755102
33160	2389	2	2.774193548	2.87755102
33180	2391	4	2.838709677	2.897959184
33200	2395	2	2.838709677	2.897959184
33220	2397	1	2.806451613	2.93877551
33240	2398	3	2.903225806	2.959183673
33260	2401	2	2.903225806	2.93877551
33280	2403	2	2.967741935	2.959183673
33300	2405	3	3	3
33320	2408	4	2.967741935	3.020408163
33340	2412	1	2.967741935	2.979591837
33360	2413	4	3.064516129	3.040816327
33380	2417	4	3	3
33400	2421	2	2.935483871	2.959183673
33420	2423	4	3.064516129	2.979591837
33440	2427	4	3.032258065	2.979591837
33460	2431	1	2.967741935	2.93877551
33480	2432	2	2.967741935	2.979591837
33500	2434	3	3.032258065	3.020408163
33520	2437	4	3	3
33540	2441	2	2.967741935	2.979591837
33560	2443	3	3.032258065	3.020408163
33580	2446	2	3.064516129	3
33600	2448	3	3.064516129	3.020408163
33620	2451	4	3.032258065	3.040816327
33640	2455	2	3	2.979591837
33660	2457	3	3.064516129	3.020408163
33680	2460	4	3.096774194	3.020408163
33700	2464	2	3.032258065	2.979591837
33720	2466	4	3.096774194	3
33740	2470	2	3.032258065	2.93877551
33760	2472	3	3.032258065	2.979591837
33780	2475	4	3.032258065	2.979591837
33800	2479	4	3.032258065	2.93877551
33820	2483	1	2.967741935	2.93877551
33840	2484	4	3.032258065	2.959183673
33860	2488	3	3.032258065	2.93877551
33880	2491	4	3	2.959183673
33900	2495	3	2.967741935	2.918367347
33920	2498	2	3	2.918367347
33940	2500	4	3	2.959183673
33960	2504	4	2.967741935	2.918367347
33980	2508	2	2.967741935	2.897959184
34000	2510	2	2.935483871	2.918367347
34020	2512	6	3	2.959183673
34040	2518	3	2.903225806	2.87755102
34060	2521	2	2.870967742	2.87755102
34080	2523	1	2.903225806	2.918367347
34100	2524	4	2.903225806	2.93877551
34120	2528	2	2.903225806	2.897959184
34140	2530	3	2.935483871	2.918367347
34160	2533	4	2.903225806	2.93877551
34180	2537	4	2.903225806	2.897959184
34200	2541	2	2.838709677	2.857142857
34220	2543	2	2.870967742	2.857142857
34240	2545	3	2.935483871	2.87755102
34260	2548	4	2.903225806	2.87755102
34280	2552	4	2.870967742	2.87755102
34300	2556	2	2.870967742	2.836734694
34320	2558	4	2.870967742	2.857142857
34340	2562	2	2.838709677	2.857142857
34360	2564	2	2.870967742	2.857142857
34380	2566	3	2.935483871	2.87755102
34400	2569	4	2.903225806	2.897959184
34420	2573	2	2.870967742	2.857142857
34440	2575	3	2.935483871	2.87755102
34460	2578	4	2.903225806	2.897959184
34480	2582	2	2.838709677	2.857142857
34500	2584	3	2.870967742	2.836734694
34520	2587	4	2.903225806	2.857142857
34540	2591	2	2.838709677	2.795918367
34560	2593	3	2.838709677	2.836734694
34580	2596	4	2.806451613	2.836734694
34600	2600	1	2.774193548	2.836734694
34620	2601	4	2.838709677	2.87755102
34640	2605	3	2.838709677	2.836734694
34660	2608	2	2.806451613	2.857142857
34680	2610	3	2.838709677	2.836734694
34700	2613	1	2.870967742	2.897959184
34720	2614	4	2.903225806	2.918367347
34740	2618	3	2.870967742	2.87755102
34760	2621	2	2.903225806	2.897959184
34780	2623	4	2.903225806	2.897959184
34800	2627	2	2.870967742	2.87755102
34820	2629	3	2.935483871	2.87755102
34840	2632	4	2.903225806	2.897959184
34860	2636	2	2.806451613	2.897959184
34880	2638	3	2.870967742	2.93877551
34900	2641	4	2.806451613	2.918367347
34920	2645	2	2.806451613	2.87755102
34940	2647	3	2.838709677	2.897959184
34960	2650	3	2.870967742	2.918367347
34980	2653	4	2.870967742	2.897959184
35000	2657	2	2.806451613	2.857142857
35020	2659	3	2.870967742	2.857142857
35040	2662	4	2.806451613	2.857142857
35060	2666	2	2.870967742	2.836734694
35080	2668	2	2.870967742	2.87755102
35100	2670	3	2.870967742	2.857142857
35120	2673	4	2.903225806	2.857142857
35140	2677	2	2.838709677	2.857142857
35160	2679	2	2.870967742	2.897959184
35180	2681	2	2.870967742	2.897959184
35200	2683	3	2.935483871	2.918367347
35220	2686	3	2.967741935	2.93877551
35240	2689	4	3	2.918367347
35260	2693	2	2.935483871	2.87755102
35280	2695	3	2.935483871	2.897959184
35300	2698	4	2.935483871	2.918367347
35320	2702	2	2.935483871	2.857142857
35340	2704	3	2.935483871	2.897959184
35360	2707	4	2.903225806	2.857142857
35380	2711	2	2.838709677	2.857142857
35400	2713	3	2.870967742	2.857142857
35420	2716	4	2.870967742	2.87755102
35440	2720	2	2.870967742	2.816326531
35460	2722	1	2.838709677	2.857142857
35480	2723	4	2.903225806	2.897959184
35500	2727	1	2.903225806	2.857142857
35520	2728	4	3	2.897959184
35540	2732	3	2.935483871	2.857142857
35560	2735	4	2.935483871	2.87755102
35580	2739	3	2.935483871	2.857142857
35600	2742	2	2.903225806	2.816326531
35620	2744	4	2.903225806	2.816326531
35640	2748	1	2.870967742	2.795918367
35660	2749	6	2.967741935	2.857142857
35680	2755	2	2.806451613	2.816326531
35700	2757	2	2.870967742	2.816326531
35720	2759	4	2.838709677	2.816326531
35740	2763	2	2.838709677	2.816326531
35760	2765	3	2.838709677	2.816326531
35780	2768	2	2.870967742	2.795918367
35800	2770	4	2.838709677	2.816326531
35820	2774	4	2.838709677	2.816326531
35840	2778	4	2.806451613	2.775510204
35860	2782	2	2.741935484	2.734693878
35880	2784	2	2.774193548	2.734693878
35900	2786	3	2.774193548	2.734693878
35920	2789	4	2.806451613	2.714285714
35940	2793	2	2.774193548	2.653061224
35960	2795	2	2.741935484	2.653061224
35980	2797	2	2.741935484	2.693877551
36000	2799	3	2.774193548	2.693877551
36020	2802	3	2.806451613	2.673469388
36040	2805	4	2.838709677	2.673469388
36060	2809	1	2.774193548	2.673469388
36080	2810	3	2.806451613	2.693877551
36100	2813	4	2.838709677	2.673469388
36120	2817	4	2.774193548	2.653061224
36140	2821	2	2.709677419	2.632653061
36160	2823	3	2.741935484	2.673469388
36180	2826	4	2.774193548	2.653061224
36200	2830	2	2.709677419	2.612244898
36220	2832	2	2.709677419	2.653061224
36240	2834	3	2.709677419	2.693877551
36260	2837	4	2.677419355	2.653061224
36280	2841	1	2.612903226	2.653061224
36300	2842	4	2.612903226	2.653061224
36320	2846	1	2.548387097	2.653061224
36340	2847	4	2.64516129	2.693877551
36360	2851	2	2.580645161	2.693877551
36380	2853	4	2.580645161	2.714285714
36400	2857	1	2.548387097	2.714285714
36420	2858	4	2.64516129	2.775510204
36440	2862	3	2.580645161	2.734693878
36460	2865	2	2.548387097	2.734693878
36480	2867	3	2.580645161	2.775510204
36500	2870	2	2.580645161	2.755102041
36520	2872	4	2.64516129	2.795918367
36540	2876	3	2.580645161	2.795918367
36560	2879	1	2.548387097	2.795918367
36580	2880	2	2.64516129	2.857142857
36600	2882	3	2.709677419	2.87755102
36620	2885	4	2.64516129	2.897959184
36640	2889	4	2.64516129	2.897959184
36660	2893	2	2.548387097	2.857142857
36680	2895	2	2.612903226	2.857142857
36700	2897	4	2.64516129	2.857142857
36720	2901	2	2.64516129	2.857142857
36740	2903	2	2.677419355	2.87755102
36760	2905	3	2.741935484	2.918367347
36780	2908	4	2.774193548	2.897959184
36800	2912	2	2.709677419	2.836734694
36820	2914	2	2.741935484	2.836734694
36840	2916	2	2.806451613	2.836734694
36860	2918	2	2.806451613	2.857142857
36880	2920	2	2.870967742	2.897959184
36900	2922	1	2.935483871	2.93877551
36920	2923	2	3	2.959183673
36940	2925	4	3.064516129	2.959183673
36960	2929	2	3.032258065	2.93877551
36980	2931	2	3.096774194	2.979591837
37000	2933	3	3.161290323	2.979591837
37020	2936	4	3.129032258	3
37040	2940	2	3.064516129	3
37060	2942	2	3.064516129	3.040816327
37080	2944	3	3.129032258	3.040816327
37100	2947	3	3.129032258	3.06122449
37120	2950	4	3.161290323	3.040816327
37140	2954	2	3.096774194	3.020408163
37160	2956	2	3.064516129	3.020408163
37180	2958	4	3.064516129	3.040816327
37200	2962	4	3	3.040816327
37220	2966	1	2.967741935	3
37240	2967	4	3.064516129	3.040816327
37260	2971	1	3.064516129	3.06122449
37280	2972	4	3.096774194	3.040816327
37300	2976	3	3.032258065	3.020408163
37320	2979	4	3.032258065	3.081632653
37340	2983	3	3.032258065	3.06122449
37360	2986	4	3	3.081632653
37380	2990	4	3	3.081632653
37400	2994	2	3	3.040816327
37420	2996	3	3.064516129	3.06122449
37440	2999	4	3.032258065	3.081632653
37460	3003	2	3.032258065	3.081632653
37480	3005	4	3.032258065	3.081632653
37500	3009	4	3	3.040816327
37520	3013	3	2.935483871	3
37540	3016	4	2.935483871	3.020408163
37560	3020	3	2.935483871	3.020408163
37580	3023	4	2.903225806	3
37600	3027	4	2.870967742	2.959183673
37620	3031	2	2.903225806	2.959183673
37640	3033	2	2.838709677	2.979591837
37660	3035	2	2.870967742	2.959183673
37680	3037	4	3	2.959183673
37700	3041	3	2.967741935	2.93877551
37720	3044	4	3	2.959183673
37740	3048	2	3	2.959183673
37760	3050	1	3	2.959183673
37780	3051	2	3.064516129	2.979591837
37800	3053	2	3.129032258	3.020408163
37820	3055	3	3.193548387	3.040816327
37840	3058	4	3.161290323	3.040816327
37860	3062	4	3.096774194	3.040816327
37880	3066	2	3.032258065	3
37900	3068	2	3.096774194	3.020408163
37920	3070	3	3.161290323	3.06122449
37940	3073	4	3.129032258	3.040816327
37960	3077	2	3.064516129	3.020408163
37980	3079	4	3.129032258	3.06122449
38000	3083	4	3.096774194	3.040816327
38020	3087	4	3	3.040816327
38040	3091	2	2.935483871	2.979591837
38060	3093	4	2.967741935	3.020408163
38080	3097	2	2.967741935	3.06122449
38100	3099	3	3.032258065	3.06122449
38120	3102	2	3	3.06122449
38140	3104	3	3	3.040816327
38160	3107	4	3.032258065	3.081632653
38180	3111	2	3	3.040816327
38200	3113	3	3.032258065	3.081632653
38220	3116	5	3.064516129	3.102040816
38240	3121	0	2.967741935	3.06122449
38260	3121	3	3.064516129	3.142857143
38280	3124	6	3.096774194	3.163265306
38300	3130	3	2.967741935	3.081632653
38320	3133	4	2.967741935	3.06122449
38340	3137	4	2.967741935	3.040816327
38360	3141	2	2.935483871	3.040816327
38380	3143	3	3	3.081632653
38400	3146	4	2.935483871	3.102040816
38420	3150	4	2.935483871	3.06122449
38440	3154	2	3	3.040816327
38460	3156	2	3	3.06122449
38480	3158	2	3.032258065	3.102040816
38500	3160	4	3	3.142857143
38520	3164	4	3.032258065	3.142857143
38540	3168	2	2.967741935	3.102040816
38560	3170	2	3.032258065	3.142857143
38580	3172	4	3.096774194	3.163265306
38600	3176	3	3.064516129	3.163265306
38620	3179	1	3.096774194	3.142857143
38640	3180	2	3.193548387	3.183673469
38660	3182	3	3.193548387	3.224489796
38680	3185	4	3.161290323	3.204081633
38700	3189	4	3.129032258	3.163265306
38720	3193	2	3.129032258	3.142857143
38740	3195	2	3.193548387	3.142857143
38760	3197	4	3.258064516	3.12244898
38780	3201	3	3.193548387	3.12244898
38800	3204	3	3.193548387	3.102040816
38820	3207	4	3.193548387	3.12244898
38840	3211	2	3.193548387	3.081632653
38860	3213	3	3.258064516	3.102040816
38880	3216	4	3.290322581	3.12244898
38900	3220	2	3.225806452	3.06122449
38920	3222	3	3.290322581	3.081632653
38940	3225	4	3.290322581	3.12244898
38960	3229	3	3.290322581	3.12244898
38980	3232	4	3.258064516	3.142857143
39000	3236	1	3.225806452	3.102040816
39020	3237	4	3.322580645	3.12244898
39040	3241	6	3.258064516	3.102040816
39060	3247	2	3.129032258	3.06122449
39080	3249	3	3.161290323	3.081632653
39100	3252	1	3.129032258	3.12244898
39120	3253	5	3.129032258	3.183673469
39140	3258	2	3.096774194	3.12244898
39160	3260	4	3.096774194	3.12244898
39180	3264	4	3.096774194	3.12244898
39200	3268	3	3.032258065	3.12244898
39220	3271	4	3.032258065	3.102040816
39240	3275	4	3.032258065	3.06122449
39260	3279	2	2.935483871	3.020408163
39280	3281	2	2.967741935	3.020408163
39300	3283	3	3.064516129	3.040816327
39320	3286	4	3.096774194	3.020408163
39340	3290	4	3.096774194	2.979591837
39360	3294	4	3.032258065	2.93877551
39380	3298	2	2.967741935	2.897959184
39400	3300	3	3	2.918367347
39420	3303	3	3.032258065	2.93877551
39440	3306	4	3.032258065	2.959183673
39460	3310	4	3.064516129	2.959183673
39480	3314	4	3.064516129	2.918367347
39500	3318	2	3	2.87755102
39520	3320	4	3	2.897959184
39540	3324	3	3	2.897959184
39560	3327	4	3.032258065	2.918367347
39580	3331	2	2.967741935	2.87755102
39600	3333	3	2.967741935	2.897959184
39620	3336	4	2.935483871	2.918367347
39640	3340	2	2.870967742	2.87755102
39660	3342	2	2.903225806	2.918367347
39680	3344	3	2.903225806	2.918367347
39700	3347	2	2.870967742	2.918367347
39720	3349	1	2.870967742	2.959183673
39740	3350	4	2.903225806	3
39760	3354	2	2.870967742	2.93877551
39780	3356	4	2.935483871	2.93877551
39800	3360	2	2.935483871	2.897959184
39820	3362	3	3	2.897959184
39840	3365	4	2.967741935	2.87755102
39860	3369	1	2.903225806	2.836734694
39880	3370	3	2.967741935	2.857142857
39900	3373	5	3	2.836734694
39920	3378	4	2.967741935	2.775510204
39940	3382	4	2.903225806	2.734693878
39960	3386	2	2.870967742	2.714285714
39980	3388	2	2.935483871	2.755102041
40000	3390	3	2.935483871	2.795918367
40020	3393	4	2.967741935	2.816326531
