サンプル番号	PWM値	ロリコン	ロリコン速度	20個平均		近似曲線		
941	24320	3499	7	6.047619048		5.552 	74.442 	
942	24340	3506	8	6		5.553 	74.465 	
943	24360	3514	5	5.952380952		5.555 	74.489 	
944	24380	3519	5	6.047619048		5.557 	74.512 	
945	24400	3524	6	6.047619048		5.559 	74.535 	
946	24420	3530	7	6.142857143		5.560 	74.559 	
947	24440	3537	4	6.142857143		5.562 	74.582 	
948	24460	3541	6	6.142857143		5.564 	74.605 	
949	24480	3547	6	6.047619048		5.566 	74.628 	
950	24500	3553	7	6.095238095		5.567 	74.652 	
951	24520	3560	5	6.095238095		5.569 	74.675 	
952	24540	3565	4	6.095238095		5.571 	74.698 	
953	24560	3569	6	6.238095238		5.572 	74.721 	
954	24580	3575	7	6.285714286		5.574 	74.744 	
955	24600	3582	7	6.19047619		5.576 	74.767 	
956	24620	3589	5	6.19047619		5.578 	74.790 	
957	24640	3594	5	6.285714286		5.579 	74.813 	
958	24660	3599	7	6.285714286		5.581 	74.836 	
959	24680	3606	7	6.238095238		5.583 	74.859 	
960	24700	3613	7	6.238095238		5.585 	74.882 	
961	24720	3620	6	6.142857143		5.586 	74.905 	
962	24740	3626	6	6.142857143		5.588 	74.928 	
963	24760	3632	7	6.142857143		5.590 	74.951 	
964	24780	3639	7	6.142857143		5.591 	74.974 	
965	24800	3646	5	6.095238095		5.593 	74.997 	75
966	24820	3651	8	6.19047619		5.595 	75.020 	
967	24840	3659	7	6.142857143		5.596 	75.042 	
968	24860	3666	4	6.142857143		5.598 	75.065 	
969	24880	3670	4	6.142857143		5.600 	75.088 	
970	24900	3674	7	6.285714286		5.602 	75.111 	
971	24920	3681	7	6.19047619		5.603 	75.133 	
972	24940	3688	5	6.095238095		5.605 	75.156 	
973	24960	3693	7	6.095238095		5.607 	75.179 	
974	24980	3700	7	6		5.608 	75.201 	
975	25000	3707	5	6		5.610 	75.224 	
976	25020	3712	7	6.095238095		5.612 	75.247 	
977	25040	3719	7	6		5.613 	75.269 	
978	25060	3726	5	6		5.615 	75.292 	
979	25080	3731	6	6.095238095		5.617 	75.314 	
980	25100	3737	7	6.047619048		5.618 	75.337 	
981	25120	3744	5	6.047619048		5.620 	75.359 	
982	25140	3749	6	6.047619048		5.622 	75.382 	
983	25160	3755	6	6.142857143		5.623 	75.404 	
984	25180	3761	7	6.142857143		5.625 	75.426 	
985	25200	3768	6	6.047619048		5.627 	75.449 	
986	25220	3774	7	6		5.628 	75.471 	
987	25240	3781	7	6		5.630 	75.494 	
988	25260	3788	7	5.857142857		5.632 	75.516 	
989	25280	3795	4	5.761904762		5.633 	75.538 	
990	25300	3799	7	5.80952381		5.635 	75.560 	
991	25320	3806	5	5.80952381		5.637 	75.583 	
992	25340	3811	5	5.857142857		5.638 	75.605 	
993	25360	3816	5	5.904761905		5.640 	75.627 	
994	25380	3821	5	6		5.642 	75.649 	
995	25400	3826	7	6		5.643 	75.671 	
996	25420	3833	7	5.904761905		5.645 	75.694 	
997	25440	3840	5	5.80952381		5.647 	75.716 	
998	25460	3845	7	5.904761905		5.648 	75.738 	
999	25480	3852	7	5.904761905		5.650 	75.760 	
1000	25500	3859	5	5.952380952		5.652 	75.782 	
1001	25520	3864	7	6.095238095		5.653 	75.804 	
1002	25540	3871	5	6		5.655 	75.826 	
1003	25560	3876	8	6		5.657 	75.848 	
1004	25580	3884	6	5.857142857		5.658 	75.870 	
1005	25600	3890	5	5.904761905		5.660 	75.892 	
1006	25620	3895	5	6		5.661 	75.914 	
1007	25640	3900	7	6.095238095		5.663 	75.936 	
1008	25660	3907	4	6.095238095		5.665 	75.957 	
1009	25680	3911	5	6.142857143		5.666 	75.979 	
1010	25700	3916	5	6.142857143		5.668 	76.001 	76
1011	25720	3921	7	6.142857143		5.670 	76.023 	
1012	25740	3928	6	6.047619048		5.671 	76.045 	
1013	25760	3934	6	6.095238095		5.673 	76.067 	
1014	25780	3940	7	6.142857143		5.674 	76.088 	
1015	25800	3947	5	6.047619048		5.676 	76.110 	
1016	25820	3952	5	6		5.678 	76.132 	
1017	25840	3957	5	6		5.679 	76.153 	
1018	25860	3962	7	6		5.681 	76.175 	
1019	25880	3969	7	5.904761905		5.683 	76.197 	
1020	25900	3976	8	5.857142857		5.684 	76.218 	
1021	25920	3984	8	5.714285714		5.686 	76.240 	
1022	25940	3992	5	5.666666667		5.687 	76.261 	
1023	25960	3997	5	5.666666667		5.689 	76.283 	
1024	25980	4002	5	5.761904762		5.691 	76.305 	
1025	26000	4007	7	5.761904762		5.692 	76.326 	
1026	26020	4014	7	5.761904762		5.694 	76.348 	
1027	26040	4021	7	5.619047619		5.695 	76.369 	
1028	26060	4028	7	5.619047619		5.697 	76.390 	
1029	26080	4035	5	5.523809524		5.699 	76.412 	
1030	26100	4040	5	5.619047619		5.700 	76.433 	
1031	26120	4045	5	5.619047619		5.702 	76.455 	
1032	26140	4050	5	5.619047619		5.703 	76.476 	
1033	26160	4055	7	5.714285714		5.705 	76.497 	
1034	26180	4062	7	5.714285714		5.707 	76.519 	
1035	26200	4069	5	5.761904762		5.708 	76.540 	
1036	26220	4074	4	5.761904762		5.710 	76.561 	
1037	26240	4078	5	5.904761905		5.711 	76.583 	
1038	26260	4083	5	5.904761905		5.713 	76.604 	
1039	26280	4088	5	6		5.714 	76.625 	
1040	26300	4093	6	6.095238095		5.716 	76.646 	
1041	26320	4099	5	6.047619048		5.718 	76.667 	
1042	26340	4104	7	6.19047619		5.719 	76.689 	
1043	26360	4111	5	6.19047619		5.721 	76.710 	
1044	26380	4116	7	6.285714286		5.722 	76.731 	
1045	26400	4123	5	6.19047619		5.724 	76.752 	
1046	26420	4128	7	6.285714286		5.726 	76.773 	
1047	26440	4135	4	6.142857143		5.727 	76.794 	
1048	26460	4139	7	6.285714286		5.729 	76.815 	
1049	26480	4146	5	6.238095238		5.730 	76.836 	
1050	26500	4151	7	6.333333333		5.732 	76.857 	
1051	26520	4158	5	6.238095238		5.733 	76.878 	
1052	26540	4163	5	6.333333333		5.735 	76.899 	
1053	26560	4168	7	6.428571429		5.736 	76.920 	
1054	26580	4175	7	6.428571429		5.738 	76.941 	
1055	26600	4182	8	6.428571429		5.740 	76.962 	
1056	26620	4190	5	6.285714286		5.741 	76.983 	
1057	26640	4195	7	6.380952381		5.743 	77.004 	77
1058	26660	4202	5	6.380952381		5.744 	77.024 	
1059	26680	4207	7	6.428571429		5.746 	77.045 	
1060	26700	4214	7	6.333333333		5.747 	77.066 	
1061	26720	4221	5	6.333333333		5.749 	77.087 	
1062	26740	4226	8	6.333333333		5.750 	77.108 	
1063	26760	4234	7	6.285714286		5.752 	77.128 	
1064	26780	4241	7	6.19047619		5.754 	77.149 	
1065	26800	4248	5	6.095238095		5.755 	77.170 	
1066	26820	4253	7	6.095238095		5.757 	77.190 	
1067	26840	4260	4	6		5.758 	77.211 	
1068	26860	4264	7	6.19047619		5.760 	77.232 	
1069	26880	4271	6	6.19047619		5.761 	77.252 	
1070	26900	4277	7	6.238095238		5.763 	77.273 	
1071	26920	4284	5	6.142857143		5.764 	77.294 	
1072	26940	4289	7	6.19047619		5.766 	77.314 	
1073	26960	4296	7	6.095238095		5.767 	77.335 	
1074	26980	4303	7	6.095238095		5.769 	77.355 	
1075	27000	4310	7	6		5.770 	77.376 	
1076	27020	4317	5	6		5.772 	77.396 	
1077	27040	4322	7	6.095238095		5.774 	77.417 	
1078	27060	4329	7	6.095238095		5.775 	77.437 	
1079	27080	4336	6	6.047619048		5.777 	77.458 	
1080	27100	4342	5	6		5.778 	77.478 	
1081	27120	4347	7	6.047619048		5.780 	77.498 	
1082	27140	4354	5	5.952380952		5.781 	77.519 	
1083	27160	4359	7	6.047619048		5.783 	77.539 	
1084	27180	4366	5	6		5.784 	77.559 	
1085	27200	4371	5	6.095238095		5.786 	77.580 	
1086	27220	4376	5	6.095238095		5.787 	77.600 	
1087	27240	4381	5	6.19047619		5.789 	77.620 	
1088	27260	4386	8	6.285714286		5.790 	77.641 	
1089	27280	4394	7	6.238095238		5.792 	77.661 	
1090	27300	4401	7	6.142857143		5.793 	77.681 	
1091	27320	4408	5	6.142857143		5.795 	77.701 	
1092	27340	4413	6	6.142857143		5.796 	77.721 	
1093	27360	4419	5	6.095238095		5.798 	77.742 	
1094	27380	4424	7	6.19047619		5.799 	77.762 	
1095	27400	4431	5	6.19047619		5.801 	77.782 	
1096	27420	4436	7	6.19047619		5.802 	77.802 	
1097	27440	4443	7	6.142857143		5.804 	77.822 	
1098	27460	4450	7	6.142857143		5.805 	77.842 	
1099	27480	4457	6	6.142857143		5.807 	77.862 	
1100	27500	4463	5	6.19047619		5.808 	77.882 	
1101	27520	4468	6	6.19047619		5.810 	77.902 	
1102	27540	4474	5	6.142857143		5.811 	77.922 	
1103	27560	4479	7	6.238095238		5.813 	77.942 	
1104	27580	4486	6	6.19047619		5.814 	77.962 	
1105	27600	4492	7	6.095238095		5.816 	77.982 	
1106	27620	4499	5	6		5.817 	78.002 	78
1107	27640	4504	7	6		5.819 	78.022 	
1108	27660	4511	7	5.904761905		5.820 	78.042 	
1109	27680	4518	7	5.904761905		5.822 	78.062 	
1110	27700	4525	5	5.80952381		5.823 	78.082 	
1111	27720	4530	7	5.952380952		5.825 	78.102 	
1112	27740	4537	5	5.857142857		5.826 	78.121 	
1113	27760	4542	5	5.952380952		5.828 	78.141 	
1114	27780	4547	7	6.095238095		5.829 	78.161 	
1115	27800	4554	7	6.095238095		5.830 	78.181 	
1116	27820	4561	5	6.095238095		5.832 	78.201 	
1117	27840	4566	6	6.238095238		5.833 	78.220 	
1118	27860	4572	7	6.19047619		5.835 	78.240 	
1119	27880	4579	7	6.19047619		5.836 	78.260 	
1120	27900	4586	7	6.095238095		5.838 	78.279 	
1121	27920	4593	5	6.095238095		5.839 	78.299 	
1122	27940	4598	5	6.238095238		5.841 	78.319 	
1123	27960	4603	7	6.238095238		5.842 	78.338 	
1124	27980	4610	6	6.142857143		5.844 	78.358 	
1125	28000	4616	4	6.19047619		5.845 	78.378 	
1126	28020	4620	5	6.333333333		5.847 	78.397 	
1127	28040	4625	5	6.333333333		5.848 	78.417 	
1128	28060	4630	5	6.428571429		5.850 	78.436 	
1129	28080	4635	7	6.428571429		5.851 	78.456 	
1130	28100	4642	5	6.428571429		5.852 	78.475 	
1131	28120	4647	8	6.428571429		5.854 	78.495 	
1132	28140	4655	5	6.380952381		5.855 	78.514 	
1133	28160	4660	7	6.380952381		5.857 	78.534 	
1134	28180	4667	8	6.285714286		5.858 	78.553 	
1135	28200	4675	7	6.285714286		5.860 	78.573 	
1136	28220	4682	7	6.238095238		5.861 	78.592 	
1137	28240	4689	8	6.142857143		5.863 	78.611 	
1138	28260	4697	5	6		5.864 	78.631 	
1139	28280	4702	7	6.095238095		5.865 	78.650 	
1140	28300	4709	5	6		5.867 	78.669 	
1141	28320	4714	7	6		5.868 	78.689 	
1142	28340	4721	8	5.904761905		5.870 	78.708 	
1143	28360	4729	5	5.80952381		5.871 	78.727 	
1144	28380	4734	5	5.904761905		5.873 	78.747 	
1145	28400	4739	7	6.047619048		5.874 	78.766 	
1146	28420	4746	7	6.047619048		5.876 	78.785 	
1147	28440	4753	5	5.952380952		5.877 	78.804 	
1148	28460	4758	7	6.095238095		5.878 	78.824 	
1149	28480	4765	5	6.142857143		5.880 	78.843 	
1150	28500	4770	7	6.238095238		5.881 	78.862 	
1151	28520	4777	5	6.142857143		5.883 	78.881 	
1152	28540	4782	7	6.238095238		5.884 	78.900 	
1153	28560	4789	5	6.142857143		5.886 	78.919 	
1154	28580	4794	5	6.285714286		5.887 	78.938 	
1155	28600	4799	8	6.428571429		5.888 	78.958 	
1156	28620	4807	6	6.380952381		5.890 	78.977 	
1157	28640	4813	5	6.476190476		5.891 	78.996 	79
1158	28660	4818	5	6.571428571		5.893 	79.015 	
1159	28680	4823	7	6.666666667		5.894 	79.034 	
1160	28700	4830	5	6.666666667		5.896 	79.053 	
1161	28720	4835	5	6.714285714		5.897 	79.072 	
1162	28740	4840	5	6.80952381		5.898 	79.091 	
1163	28760	4845	6	6.80952381		5.900 	79.110 	
1164	28780	4851	7	6.761904762		5.901 	79.129 	
1165	28800	4858	8	6.80952381		5.903 	79.147 	
1166	28820	4866	7	6.80952381		5.904 	79.166 	
1167	28840	4873	5	6.80952381		5.905 	79.185 	
1168	28860	4878	8	6.952380952		5.907 	79.204 	
1169	28880	4886	8	6.904761905		5.908 	79.223 	
1170	28900	4894	7	6.761904762		5.910 	79.242 	
1171	28920	4901	5	6.714285714		5.911 	79.261 	
1172	28940	4906	7	6.857142857		5.912 	79.280 	
1173	28960	4913	5	6.80952381		5.914 	79.298 	
1174	28980	4918	8	6.857142857		5.915 	79.317 	
1175	29000	4926	8	6.80952381		5.917 	79.336 	
1176	29020	4934	7	6.80952381		5.918 	79.355 	
1177	29040	4941	8	6.761904762		5.919 	79.373 	
1178	29060	4949	7	6.619047619		5.921 	79.392 	
1179	29080	4956	7	6.571428571		5.922 	79.411 	
1180	29100	4963	7	6.428571429		5.924 	79.429 	
1181	29120	4970	6	6.333333333		5.925 	79.448 	
1182	29140	4976	7	6.428571429		5.926 	79.467 	
1183	29160	4983	5	6.333333333		5.928 	79.485 	
1184	29180	4988	5	6.333333333		5.929 	79.504 	
1185	29200	4993	8	6.428571429		5.931 	79.523 	
1186	29220	5001	8	6.285714286		5.932 	79.541 	
1187	29240	5009	7	6.285714286		5.933 	79.560 	
1188	29260	5016	8	6.238095238		5.935 	79.578 	
1189	29280	5024	7	6.095238095		5.936 	79.597 	
1190	29300	5031	5	6		5.937 	79.615 	
1191	29320	5036	6	6.047619048		5.939 	79.634 	
1192	29340	5042	8	6.142857143		5.940 	79.652 	
1193	29360	5050	6	6.142857143		5.942 	79.671 	
1194	29380	5056	6	6.238095238		5.943 	79.689 	
1195	29400	5062	7	6.285714286		5.944 	79.708 	
1196	29420	5069	8	6.19047619		5.946 	79.726 	
1197	29440	5077	6	6.19047619		5.947 	79.745 	
1198	29460	5083	5	6.142857143		5.948 	79.763 	
1199	29480	5088	6	6.095238095		5.950 	79.781 	
1200	29500	5094	4	6.142857143		5.951 	79.800 	
1201	29520	5098	5	6.285714286		5.953 	79.818 	
1202	29540	5103	8	6.285714286		5.954 	79.837 	
1203	29560	5111	5	6.142857143		5.955 	79.855 	
1204	29580	5116	5	6.238095238		5.957 	79.873 	
1205	29600	5121	7	6.380952381		5.958 	79.891 	
1206	29620	5128	5	6.428571429		5.959 	79.910 	
1207	29640	5133	8	6.571428571		5.961 	79.928 	
1208	29660	5141	6	6.523809524		5.962 	79.946 	
1209	29680	5147	5	6.476190476		5.964 	79.964 	
1210	29700	5152	5	6.476190476		5.965 	79.983 	
1211	29720	5157	6	6.619047619		5.966 	80.001 	80
1212	29740	5163	8	6.714285714		5.968 	80.019 	
1213	29760	5171	8	6.714285714		5.969 	80.037 	
1214	29780	5179	8	6.571428571		5.970 	80.055 	
1215	29800	5187	7	6.428571429		5.972 	80.074 	
1216	29820	5194	5	6.428571429		5.973 	80.092 	
1217	29840	5199	8	6.523809524		5.974 	80.110 	
1218	29860	5207	5	6.380952381		5.976 	80.128 	
1219	29880	5212	4	6.380952381		5.977 	80.146 	
1220	29900	5216	7	6.428571429		5.978 	80.164 	
1221	29920	5223	7	6.428571429		5.980 	80.182 	
1222	29940	5230	5	6.333333333		5.981 	80.200 	
1223	29960	5235	5	6.333333333		5.982 	80.218 	
1224	29980	5240	7	6.428571429		5.984 	80.236 	
1225	30000	5247	8	6.333333333		5.985 	80.254 	
1226	30020	5255	8	6.19047619		5.986 	80.272 	
1227	30040	5263	8	6.19047619		5.988 	80.290 	
1228	30060	5271	7	6.095238095		5.989 	80.308 	
1229	30080	5278	5	6.047619048		5.990 	80.326 	
1230	30100	5283	5	6.19047619		5.992 	80.344 	
1231	30120	5288	8	6.333333333		5.993 	80.362 	
1232	30140	5296	8	6.238095238		5.994 	80.380 	
1233	30160	5304	8	6.095238095		5.996 	80.398 	
1234	30180	5312	5	6.047619048		5.997 	80.416 	
1235	30200	5317	5	6		5.998 	80.433 	
1236	30220	5322	7	6		6.000 	80.451 	
1237	30240	5329	7	6.047619048		6.001 	80.469 	
1238	30260	5336	5	6		6.002 	80.487 	
1239	30280	5341	5	6		6.004 	80.505 	
1240	30300	5346	5	6		6.005 	80.522 	
1241	30320	5351	7	6		6.006 	80.540 	
1242	30340	5358	5	5.904761905		6.008 	80.558 	
1243	30360	5363	5	5.904761905		6.009 	80.576 	
1244	30380	5368	7	6		6.010 	80.593 	
1245	30400	5375	5	6		6.012 	80.611 	
1246	30420	5380	5	6.047619048		6.013 	80.629 	
1247	30440	5385	8	6.095238095		6.014 	80.646 	
1248	30460	5393	6	6.047619048		6.016 	80.664 	
1249	30480	5399	6	6		6.017 	80.682 	
1250	30500	5405	8	6.047619048		6.018 	80.699 	
1251	30520	5413	8	5.904761905		6.020 	80.717 	
1252	30540	5421	6	5.761904762		6.021 	80.735 	
1253	30560	5427	5	5.80952381		6.022 	80.752 	
1254	30580	5432	7	5.761904762		6.024 	80.770 	
1255	30600	5439	4	5.80952381		6.025 	80.787 	
1256	30620	5443	5	5.857142857		6.026 	80.805 	
1257	30640	5448	8	5.904761905		6.028 	80.823 	
1258	30660	5456	6	5.904761905		6.029 	80.840 	
1259	30680	5462	5	5.904761905		6.030 	80.858 	
1260	30700	5467	5	5.952380952		6.031 	80.875 	
1261	30720	5472	5	6.047619048		6.033 	80.893 	
1262	30740	5477	5	6.047619048		6.034 	80.910 	
1263	30760	5482	5	6.095238095		6.035 	80.927 	
1264	30780	5487	7	6.142857143		6.037 	80.945 	
1265	30800	5494	7	6.19047619		6.038 	80.962 	
1266	30820	5501	6	6.142857143		6.039 	80.980 	
1267	30840	5507	6	6.19047619		6.041 	80.997 	81
1268	30860	5513	7	6.19047619		6.042 	81.015 	
1269	30880	5520	5	6.238095238		6.043 	81.032 	
1270	30900	5525	7	6.238095238		6.044 	81.049 	
1271	30920	5532	5	6.19047619		6.046 	81.067 	
1272	30940	5537	5	6.285714286		6.047 	81.084 	
1273	30960	5542	7	6.380952381		6.048 	81.101 	
1274	30980	5549	4	6.428571429		6.050 	81.119 	
1275	31000	5553	8	6.619047619		6.051 	81.136 	
1276	31020	5561	5	6.523809524		6.052 	81.153 	
1277	31040	5566	6	6.666666667		6.053 	81.170 	
1278	31060	5572	8	6.761904762		6.055 	81.188 	
1279	31080	5580	6	6.714285714		6.056 	81.205 	
1280	31100	5586	6	6.666666667		6.057 	81.222 	
1281	31120	5592	7	6.714285714		6.059 	81.239 	
1282	31140	5599	5	6.619047619		6.060 	81.256 	
1283	31160	5604	6	6.761904762		6.061 	81.274 	
1284	31180	5610	6	6.714285714		6.062 	81.291 	
1285	31200	5616	8	6.666666667		6.064 	81.308 	
1286	31220	5624	6	6.523809524		6.065 	81.325 	
1287	31240	5630	7	6.571428571		6.066 	81.342 	
1288	31260	5637	6	6.571428571		6.068 	81.359 	
1289	31280	5643	8	6.619047619		6.069 	81.377 	
1290	31300	5651	5	6.571428571		6.070 	81.394 	
1291	31320	5656	6	6.571428571		6.071 	81.411 	
1292	31340	5662	7	6.523809524		6.073 	81.428 	
1293	31360	5669	7	6.523809524		6.074 	81.445 	
1294	31380	5676	8	6.428571429		6.075 	81.462 	
1295	31400	5684	8	6.428571429		6.076 	81.479 	
1296	31420	5692	6	6.428571429		6.078 	81.496 	
1297	31440	5698	8	6.523809524		6.079 	81.513 	
1298	31460	5706	8	6.523809524		6.080 	81.530 	
1299	31480	5714	7	6.476190476		6.082 	81.547 	
1300	31500	5721	5	6.523809524		6.083 	81.564 	
1301	31520	5726	7	6.619047619		6.084 	81.581 	
1302	31540	5733	5	6.571428571		6.085 	81.598 	
1303	31560	5738	8	6.714285714		6.087 	81.615 	
1304	31580	5746	5	6.619047619		6.088 	81.631 	
1305	31600	5751	5	6.619047619		6.089 	81.648 	
1306	31620	5756	5	6.619047619		6.090 	81.665 	
1307	31640	5761	7	6.619047619		6.092 	81.682 	
1308	31660	5768	7	6.619047619		6.093 	81.699 	
1309	31680	5775	7	6.523809524		6.094 	81.716 	
1310	31700	5782	7	6.523809524		6.095 	81.733 	
1311	31720	5789	5	6.523809524		6.097 	81.749 	
1312	31740	5794	5	6.666666667		6.098 	81.766 	
1313	31760	5799	7	6.666666667		6.099 	81.783 	
1314	31780	5806	5	6.571428571		6.100 	81.800 	
1315	31800	5811	8	6.619047619		6.102 	81.817 	
1316	31820	5819	8	6.619047619		6.103 	81.833 	
1317	31840	5827	8	6.619047619		6.104 	81.850 	
1318	31860	5835	8	6.476190476		6.105 	81.867 	
1319	31880	5843	7	6.476190476		6.107 	81.884 	
1320	31900	5850	8	6.571428571		6.108 	81.900 	
1321	31920	5858	7	6.571428571		6.109 	81.917 	
1322	31940	5865	6	6.619047619		6.110 	81.934 	
1323	31960	5871	8	6.714285714		6.112 	81.950 	
1324	31980	5879	6	6.714285714		6.113 	81.967 	
1325	32000	5885	5	6.619047619		6.114 	81.984 	
1326	32020	5890	5	6.619047619		6.115 	82.000 	82
1327	32040	5895	5	6.714285714		6.117 	82.017 	
1328	32060	5900	7	6.761904762		6.118 	82.033 	
1329	32080	5907	5	6.666666667		6.119 	82.050 	
1330	32100	5912	7	6.666666667		6.120 	82.067 	
1331	32120	5919	7	6.571428571		6.122 	82.083 	
1332	32140	5926	8	6.571428571		6.123 	82.100 	
1333	32160	5934	5	6.428571429		6.124 	82.116 	
1334	32180	5939	5	6.571428571		6.125 	82.133 	
1335	32200	5944	6	6.571428571		6.126 	82.149 	
1336	32220	5950	8	6.619047619		6.128 	82.166 	
1337	32240	5958	8	6.619047619		6.129 	82.182 	
1338	32260	5966	5	6.523809524		6.130 	82.199 	
1339	32280	5971	8	6.523809524		6.131 	82.215 	
1340	32300	5979	9	6.523809524		6.133 	82.232 	
1341	32320	5988	8	6.428571429		6.134 	82.248 	
1342	32340	5996	8	6.380952381		6.135 	82.264 	
1343	32360	6004	8	6.333333333		6.136 	82.281 	
1344	32380	6012	8	6.19047619		6.137 	82.297 	
1345	32400	6020	4	6.142857143		6.139 	82.314 	
1346	32420	6024	5	6.285714286		6.140 	82.330 	
1347	32440	6029	7	6.285714286		6.141 	82.346 	
1348	32460	6036	6	6.238095238		6.142 	82.363 	
1349	32480	6042	5	6.285714286		6.144 	82.379 	
1350	32500	6047	5	6.428571429		6.145 	82.395 	
1351	32520	6052	5	6.428571429		6.146 	82.412 	
1352	32540	6057	7	6.428571429		6.147 	82.428 	
1353	32560	6064	5	6.380952381		6.148 	82.444 	
1354	32580	6069	8	6.428571429		6.150 	82.461 	
1355	32600	6077	5	6.428571429		6.151 	82.477 	
1356	32620	6082	7	6.476190476		6.152 	82.493 	
1357	32640	6089	8	6.523809524		6.153 	82.509 	
1358	32660	6097	6	6.523809524		6.155 	82.526 	
1359	32680	6103	5	6.619047619		6.156 	82.542 	
1360	32700	6108	8	6.714285714		6.157 	82.558 	
1361	32720	6116	7	6.571428571		6.158 	82.574 	
1362	32740	6123	7	6.571428571		6.159 	82.590 	
1363	32760	6130	7	6.619047619		6.161 	82.607 	
1364	32780	6137	5	6.666666667		6.162 	82.623 	
1365	32800	6142	7	6.80952381		6.163 	82.639 	
1366	32820	6149	7	6.714285714		6.164 	82.655 	
1367	32840	6156	5	6.761904762		6.165 	82.671 	
1368	32860	6161	6	6.857142857		6.167 	82.687 	
1369	32880	6167	7	6.904761905		6.168 	82.703 	
1370	32900	6174	8	6.952380952		6.169 	82.720 	
1371	32920	6182	5	6.904761905		6.170 	82.736 	
1372	32940	6187	5	6.952380952		6.171 	82.752 	
1373	32960	6192	6	7		6.173 	82.768 	
1374	32980	6198	6	7.047619048		6.174 	82.784 	
1375	33000	6204	8	7.095238095		6.175 	82.800 	
1376	33020	6212	6	6.952380952		6.176 	82.816 	
1377	33040	6218	8	6.904761905		6.177 	82.832 	
1378	33060	6226	8	6.80952381		6.179 	82.848 	
1379	33080	6234	8	6.761904762		6.180 	82.864 	
1380	33100	6242	7	6.666666667		6.181 	82.880 	
1381	33120	6249	5	6.619047619		6.182 	82.896 	
1382	33140	6254	7	6.761904762		6.183 	82.912 	
1383	33160	6261	8	6.80952381		6.185 	82.928 	
1384	33180	6269	8	6.761904762		6.186 	82.944 	
1385	33200	6277	8	6.761904762		6.187 	82.960 	
1386	33220	6285	5	6.714285714		6.188 	82.975 	
1387	33240	6290	8	6.714285714		6.189 	82.991 	
1388	33260	6298	7	6.571428571		6.190 	83.007 	83
1389	33280	6305	7	6.619047619		6.192 	83.023 	
1390	33300	6312	8	6.523809524		6.193 	83.039 	
1391	33320	6320	7	6.523809524		6.194 	83.055 	
1392	33340	6327	6	6.476190476		6.195 	83.071 	
1393	33360	6333	6	6.523809524		6.196 	83.086 	
1394	33380	6339	7	6.476190476		6.198 	83.102 	
1395	33400	6346	7	6.380952381		6.199 	83.118 	
1396	33420	6353	5	6.285714286		6.200 	83.134 	
1397	33440	6358	5	6.285714286		6.201 	83.150 	
1398	33460	6363	6	6.285714286		6.202 	83.165 	
1399	33480	6369	7	6.333333333		6.203 	83.181 	
1400	33500	6376	6	6.380952381		6.205 	83.197 	
1401	33520	6382	6	6.476190476		6.206 	83.213 	
1402	33540	6388	8	6.571428571		6.207 	83.228 	
1403	33560	6396	8	6.428571429		6.208 	83.244 	
1404	33580	6404	7	6.333333333		6.209 	83.260 	
1405	33600	6411	8	6.380952381		6.210 	83.275 	
1406	33620	6419	7	6.333333333		6.212 	83.291 	
1407	33640	6426	5	6.333333333		6.213 	83.307 	
1408	33660	6431	5	6.476190476		6.214 	83.322 	
1409	33680	6436	8	6.619047619		6.215 	83.338 	
1410	33700	6444	5	6.619047619		6.216 	83.354 	
1411	33720	6449	8	6.666666667		6.217 	83.369 	
1412	33740	6457	6	6.666666667		6.219 	83.385 	
1413	33760	6463	7	6.761904762		6.220 	83.401 	
1414	33780	6470	5	6.761904762		6.221 	83.416 	
1415	33800	6475	5	6.857142857		6.222 	83.432 	
1416	33820	6480	5	6.904761905		6.223 	83.447 	
1417	33840	6485	5	7		6.224 	83.463 	
1418	33860	6490	5	7.095238095		6.226 	83.478 	
1419	33880	6495	7	7.095238095		6.227 	83.494 	
1420	33900	6502	8	7		6.228 	83.510 	
1421	33920	6510	8	6.904761905		6.229 	83.525 	
1422	33940	6518	8	6.904761905		6.230 	83.541 	
1423	33960	6526	5	6.857142857		6.231 	83.556 	
1424	33980	6531	6	6.904761905		6.233 	83.572 	
1425	34000	6537	8	6.952380952		6.234 	83.587 	
1426	34020	6545	7	6.952380952		6.235 	83.602 	
1427	34040	6552	7	6.952380952		6.236 	83.618 	
1428	34060	6559	8	6.952380952		6.237 	83.633 	
1429	34080	6567	8	6.952380952		6.238 	83.649 	
1430	34100	6575	8	6.80952381		6.239 	83.664 	
1431	34120	6583	6	6.666666667		6.241 	83.680 	
1432	34140	6589	8	6.666666667		6.242 	83.695 	
1433	34160	6597	8	6.619047619		6.243 	83.710 	
1434	34180	6605	7	6.476190476		6.244 	83.726 	
1435	34200	6612	7	6.523809524		6.245 	83.741 	
1436	34220	6619	6	6.571428571		6.246 	83.756 	
1437	34240	6625	7	6.666666667		6.247 	83.772 	
1438	34260	6632	7	6.619047619		6.249 	83.787 	
1439	34280	6639	5	6.666666667		6.250 	83.802 	
1440	34300	6644	5	6.714285714		6.251 	83.818 	
1441	34320	6649	6	6.761904762		6.252 	83.833 	
1442	34340	6655	8	6.857142857		6.253 	83.848 	
1443	34360	6663	7	6.761904762		6.254 	83.864 	
1444	34380	6670	6	6.761904762		6.255 	83.879 	
1445	34400	6676	7	6.857142857		6.257 	83.894 	
1446	34420	6683	8	6.904761905		6.258 	83.909 	
